"human_geneid","human_EnsemblID","human_Symbol","human_description","human_type_of_gene","mouse_EnsemblID","mouse_geneid"
402,"ENSG00000213465","ARL2","ADP ribosylation factor like GTPase 2","protein-coding","ENSMUSG00000024944",56327
403,"ENSG00000138175","ARL3","ADP ribosylation factor like GTPase 3","protein-coding","ENSMUSG00000025035",56350
405,"ENSG00000143437","ARNT","aryl hydrocarbon receptor nuclear translocator","protein-coding","ENSMUSG00000015522",11863
406,"ENSG00000133794","BMAL1","basic helix-loop-helix ARNT like 1","protein-coding","ENSMUSG00000055116",11865
407,"ENSG00000120500","ARR3","arrestin 3","protein-coding","ENSMUSG00000060890",170735
408,"ENSG00000137486","ARRB1","arrestin beta 1","protein-coding","ENSMUSG00000018909",109689
409,"ENSG00000141480","ARRB2","arrestin beta 2","protein-coding","ENSMUSG00000060216",216869
410,"ENSG00000100299","ARSA","arylsulfatase A","protein-coding","ENSMUSG00000022620",11883
411,"ENSG00000113273","ARSB","arylsulfatase B","protein-coding","ENSMUSG00000042082",11881
412,"ENSG00000101846","STS","steroid sulfatase","protein-coding",NA,20905
417,"ENSG00000129744","ART1","ADP-ribosyltransferase 1","protein-coding","ENSMUSG00000030996",11870
419,"ENSG00000156219","ART3","ADP-ribosyltransferase 3 (inactive)","protein-coding","ENSMUSG00000034842",109979
420,"ENSG00000111339","ART4","ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)","protein-coding","ENSMUSG00000030217",109978
421,"ENSG00000099889","ARVCF","ARVCF delta catenin family member","protein-coding","ENSMUSG00000118669",11877
427,"ENSG00000104763","ASAH1","N-acylsphingosine amidohydrolase 1","protein-coding","ENSMUSG00000031591",11886
429,"ENSG00000139352","ASCL1","achaete-scute family bHLH transcription factor 1","protein-coding","ENSMUSG00000020052",17172
430,"ENSG00000183734","ASCL2","achaete-scute family bHLH transcription factor 2","protein-coding","ENSMUSG00000009248",17173
433,"ENSG00000161944","ASGR2","asialoglycoprotein receptor 2","protein-coding","ENSMUSG00000040963",11890
434,"ENSG00000101440","ASIP","agouti signaling protein","protein-coding","ENSMUSG00000027596",50518
435,"ENSG00000126522","ASL","argininosuccinate lyase","protein-coding","ENSMUSG00000025533",109900
438,"ENSG00000196433","ASMT","acetylserotonin O-methyltransferase","protein-coding","ENSMUSG00000093806",107626
439,"ENSG00000198356","GET3","guided entry of tail-anchored proteins factor 3, ATPase","protein-coding","ENSMUSG00000052456",56495
440,"ENSG00000070669","ASNS","asparagine synthetase (glutamine-hydrolyzing)","protein-coding","ENSMUSG00000029752",27053
443,"ENSG00000108381","ASPA","aspartoacylase","protein-coding","ENSMUSG00000020774",11484
444,"ENSG00000198363","ASPH","aspartate beta-hydroxylase","protein-coding","ENSMUSG00000028207",65973
445,"ENSG00000130707","ASS1","argininosuccinate synthase 1","protein-coding","ENSMUSG00000076441",11898
460,"ENSG00000152092","ASTN1","astrotactin 1","protein-coding","ENSMUSG00000026587",11899
462,"ENSG00000117601","SERPINC1","serpin family C member 1","protein-coding","ENSMUSG00000026715",11905
463,"ENSG00000140836","ZFHX3","zinc finger homeobox 3","protein-coding","ENSMUSG00000038872",11906
466,"ENSG00000123268","ATF1","activating transcription factor 1","protein-coding","ENSMUSG00000023027",11908
467,"ENSG00000162772","ATF3","activating transcription factor 3","protein-coding","ENSMUSG00000026628",11910
468,"ENSG00000128272","ATF4","activating transcription factor 4","protein-coding","ENSMUSG00000042406",11911
471,"ENSG00000138363","ATIC","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase","protein-coding","ENSMUSG00000026192",108147
472,"ENSG00000149311","ATM","ATM serine/threonine kinase","protein-coding","ENSMUSG00000034218",11920
473,"ENSG00000142599","RERE","arginine-glutamic acid dipeptide repeats","protein-coding","ENSMUSG00000039852",68703
474,"ENSG00000172238","ATOH1","atonal bHLH transcription factor 1","protein-coding","ENSMUSG00000073043",11921
475,"ENSG00000177556","ATOX1","antioxidant 1 copper chaperone","protein-coding","ENSMUSG00000018585",11927
476,"ENSG00000163399","ATP1A1","ATPase Na+/K+ transporting subunit alpha 1","protein-coding","ENSMUSG00000033161",11928
478,"ENSG00000105409","ATP1A3","ATPase Na+/K+ transporting subunit alpha 3","protein-coding","ENSMUSG00000040907",232975
479,"ENSG00000075673","ATP12A","ATPase H+/K+ transporting non-gastric alpha2 subunit","protein-coding","ENSMUSG00000022229",192113
480,"ENSG00000132681","ATP1A4","ATPase Na+/K+ transporting subunit alpha 4","protein-coding","ENSMUSG00000007107",27222
481,"ENSG00000143153","ATP1B1","ATPase Na+/K+ transporting subunit beta 1","protein-coding","ENSMUSG00000026576",11931
482,"ENSG00000129244","ATP1B2","ATPase Na+/K+ transporting subunit beta 2","protein-coding","ENSMUSG00000041329",11932
483,"ENSG00000069849","ATP1B3","ATPase Na+/K+ transporting subunit beta 3","protein-coding","ENSMUSG00000032412",11933
486,"ENSG00000137731","FXYD2","FXYD domain containing ion transport regulator 2","protein-coding","ENSMUSG00000059412",11936
487,"ENSG00000196296","ATP2A1","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1","protein-coding","ENSMUSG00000030730",11937
488,"ENSG00000174437","ATP2A2","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2","protein-coding","ENSMUSG00000029467",11938
489,"ENSG00000074370","ATP2A3","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3","protein-coding","ENSMUSG00000020788",53313
490,"ENSG00000070961","ATP2B1","ATPase plasma membrane Ca2+ transporting 1","protein-coding","ENSMUSG00000019943",67972
491,"ENSG00000157087","ATP2B2","ATPase plasma membrane Ca2+ transporting 2","protein-coding","ENSMUSG00000030302",11941
492,"ENSG00000067842","ATP2B3","ATPase plasma membrane Ca2+ transporting 3","protein-coding","ENSMUSG00000031376",320707
493,"ENSG00000058668","ATP2B4","ATPase plasma membrane Ca2+ transporting 4","protein-coding","ENSMUSG00000026463",381290
495,"ENSG00000105675","ATP4A","ATPase H+/K+ transporting subunit alpha","protein-coding","ENSMUSG00000005553",11944
496,"ENSG00000186009","ATP4B","ATPase H+/K+ transporting subunit beta","protein-coding","ENSMUSG00000031449",11945
498,"ENSG00000152234","ATP5F1A","ATP synthase F1 subunit alpha","protein-coding","ENSMUSG00000025428",11946
501,"ENSG00000164904","ALDH7A1","aldehyde dehydrogenase 7 family member A1","protein-coding","ENSMUSG00000053644",110695
506,"ENSG00000110955","ATP5F1B","ATP synthase F1 subunit beta","protein-coding","ENSMUSG00000025393",11947
509,"ENSG00000165629","ATP5F1C","ATP synthase F1 subunit gamma","protein-coding","ENSMUSG00000025781",11949
513,"ENSG00000099624","ATP5F1D","ATP synthase F1 subunit delta","protein-coding","ENSMUSG00000003072",66043
514,"ENSG00000124172","ATP5F1E","ATP synthase F1 subunit epsilon","protein-coding","ENSMUSG00000016252",67126
515,"ENSG00000116459","ATP5PB","ATP synthase peripheral stalk-membrane subunit b","protein-coding","ENSMUSG00000000563",11950
516,"ENSG00000159199","ATP5MC1","ATP synthase membrane subunit c locus 1","protein-coding","ENSMUSG00000006057",11951
517,"ENSG00000135390","ATP5MC2","ATP synthase membrane subunit c locus 2","protein-coding","ENSMUSG00000062683",67942
518,"ENSG00000154518","ATP5MC3","ATP synthase membrane subunit c locus 3","protein-coding","ENSMUSG00000018770",228033
521,"ENSG00000169020","ATP5ME","ATP synthase membrane subunit e","protein-coding","ENSMUSG00000050856",11958
522,"ENSG00000154723","ATP5PF","ATP synthase peripheral stalk subunit F6","protein-coding","ENSMUSG00000022890",11957
523,"ENSG00000114573","ATP6V1A","ATPase H+ transporting V1 subunit A","protein-coding","ENSMUSG00000052459",11964
525,"ENSG00000116039","ATP6V1B1","ATPase H+ transporting V1 subunit B1","protein-coding","ENSMUSG00000006269",110935
526,"ENSG00000147416","ATP6V1B2","ATPase H+ transporting V1 subunit B2","protein-coding","ENSMUSG00000006273",11966
527,"ENSG00000185883","ATP6V0C","ATPase H+ transporting V0 subunit c","protein-coding","ENSMUSG00000024121",11984
528,"ENSG00000155097","ATP6V1C1","ATPase H+ transporting V1 subunit C1","protein-coding","ENSMUSG00000022295",66335
529,"ENSG00000131100","ATP6V1E1","ATPase H+ transporting V1 subunit E1","protein-coding","ENSMUSG00000019210",11973
533,"ENSG00000117410","ATP6V0B","ATPase H+ transporting V0 subunit b","protein-coding","ENSMUSG00000033379",114143
534,"ENSG00000206445","ATP6V1G2","ATPase H+ transporting V1 subunit G2","protein-coding","ENSMUSG00000024403",66237
535,"ENSG00000033627","ATP6V0A1","ATPase H+ transporting V0 subunit a1","protein-coding","ENSMUSG00000019302",11975
537,"ENSG00000071553","ATP6AP1","ATPase H+ transporting accessory protein 1","protein-coding","ENSMUSG00000019087",54411
538,"ENSG00000165240","ATP7A","ATPase copper transporting alpha","protein-coding","ENSMUSG00000033792",11977
539,"ENSG00000241837","ATP5PO","ATP synthase peripheral stalk subunit OSCP","protein-coding","ENSMUSG00000022956",28080
540,"ENSG00000123191","ATP7B","ATPase copper transporting beta","protein-coding","ENSMUSG00000006567",11979
545,"ENSG00000175054","ATR","ATR serine/threonine kinase","protein-coding","ENSMUSG00000032409",245000
546,"ENSG00000085224","ATRX","ATRX chromatin remodeler","protein-coding","ENSMUSG00000031229",22589
547,"ENSG00000130294","KIF1A","kinesin family member 1A","protein-coding","ENSMUSG00000014602",16560
549,"ENSG00000148090","AUH","AU RNA binding methylglutaconyl-CoA hydratase","protein-coding","ENSMUSG00000021460",11992
550,"ENSG00000115307","AUP1","AUP1 lipid droplet regulating VLDL assembly factor","protein-coding","ENSMUSG00000068328",11993
551,"ENSG00000101200","AVP","arginine vasopressin","protein-coding","ENSMUSG00000037727",11998
552,"ENSG00000166148","AVPR1A","arginine vasopressin receptor 1A","protein-coding","ENSMUSG00000020123",54140
553,"ENSG00000198049","AVPR1B","arginine vasopressin receptor 1B","protein-coding","ENSMUSG00000026432",26361
554,"ENSG00000126895","AVPR2","arginine vasopressin receptor 2","protein-coding","ENSMUSG00000031390",12000
558,"ENSG00000167601","AXL","AXL receptor tyrosine kinase","protein-coding","ENSMUSG00000002602",26362
563,"ENSG00000160862","AZGP1","alpha-2-glycoprotein 1, zinc-binding","protein-coding","ENSMUSG00000037053",12007
567,"ENSG00000166710","B2M","beta-2-microglobulin","protein-coding","ENSMUSG00000060802",12010
570,"ENSG00000136881","BAAT","bile acid-CoA:amino acid N-acyltransferase","protein-coding","ENSMUSG00000039653",12012
571,"ENSG00000156273","BACH1","BTB domain and CNC homolog 1","protein-coding","ENSMUSG00000025612",12013
572,"ENSG00000002330","BAD","BCL2 associated agonist of cell death","protein-coding","ENSMUSG00000024959",12015
573,"ENSG00000107262","BAG1","BAG cochaperone 1","protein-coding","ENSMUSG00000028416",12017
575,"ENSG00000181790","ADGRB1","adhesion G protein-coupled receptor B1","protein-coding","ENSMUSG00000034730",107831
576,"ENSG00000121753","ADGRB2","adhesion G protein-coupled receptor B2","protein-coding","ENSMUSG00000028782",230775
577,"ENSG00000135298","ADGRB3","adhesion G protein-coupled receptor B3","protein-coding","ENSMUSG00000033569",210933
578,"ENSG00000030110","BAK1","BCL2 antagonist/killer 1","protein-coding","ENSMUSG00000057789",12018
579,"ENSG00000109705","NKX3-2","NK3 homeobox 2","protein-coding","ENSMUSG00000049691",12020
580,"ENSG00000138376","BARD1","BRCA1 associated RING domain 1","protein-coding","ENSMUSG00000026196",12021
581,"ENSG00000087088","BAX","BCL2 associated X, apoptosis regulator","protein-coding","ENSMUSG00000003873",12028
582,"ENSG00000174483","BBS1","Bardet-Biedl syndrome 1","protein-coding","ENSMUSG00000006464",52028
583,"ENSG00000125124","BBS2","Bardet-Biedl syndrome 2","protein-coding","ENSMUSG00000031755",67378
585,"ENSG00000140463","BBS4","Bardet-Biedl syndrome 4","protein-coding","ENSMUSG00000025235",102774
586,"ENSG00000060982","BCAT1","branched chain amino acid transaminase 1","protein-coding","ENSMUSG00000030268",12035
587,"ENSG00000105552","BCAT2","branched chain amino acid transaminase 2","protein-coding","ENSMUSG00000030826",12036
590,"ENSG00000114200","BCHE","butyrylcholinesterase","protein-coding","ENSMUSG00000027792",12038
593,"ENSG00000248098","BCKDHA","branched chain keto acid dehydrogenase E1 subunit alpha","protein-coding","ENSMUSG00000060376",12039
594,"ENSG00000083123","BCKDHB","branched chain keto acid dehydrogenase E1 subunit beta","protein-coding","ENSMUSG00000032263",12040
595,"ENSG00000110092","CCND1","cyclin D1","protein-coding","ENSMUSG00000070348",12443
596,"ENSG00000171791","BCL2","BCL2 apoptosis regulator","protein-coding","ENSMUSG00000057329",12043
598,"ENSG00000171552","BCL2L1","BCL2 like 1","protein-coding","ENSMUSG00000007659",12048
602,"ENSG00000069399","BCL3","BCL3 transcription coactivator","protein-coding","ENSMUSG00000053175",12051
604,"ENSG00000113916","BCL6","BCL6 transcription repressor","protein-coding","ENSMUSG00000022508",12053
605,"ENSG00000110987","BCL7A","BAF chromatin remodeling complex subunit BCL7A","protein-coding","ENSMUSG00000029438",77045
607,"ENSG00000116128","BCL9","BCL9 transcription coactivator","protein-coding","ENSMUSG00000038256",77578
608,"ENSG00000048462","TNFRSF17","TNF receptor superfamily member 17","protein-coding","ENSMUSG00000022496",21935
610,"ENSG00000099822","HCN2","hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2","protein-coding","ENSMUSG00000020331",15166
611,"ENSG00000128617","OPN1SW","opsin 1, short wave sensitive","protein-coding","ENSMUSG00000058831",12057
613,"ENSG00000186716","BCR","BCR activator of RhoGEF and GTPase","protein-coding","ENSMUSG00000009681",110279
617,"ENSG00000074582","BCS1L","BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone","protein-coding","ENSMUSG00000026172",66821
622,"ENSG00000161267","BDH1","3-hydroxybutyrate dehydrogenase 1","protein-coding","ENSMUSG00000046598",71911
623,"ENSG00000100739","BDKRB1","bradykinin receptor B1","protein-coding","ENSMUSG00000041347",12061
624,"ENSG00000168398","BDKRB2","bradykinin receptor B2","protein-coding","ENSMUSG00000021070",12062
627,"ENSG00000176697","BDNF","brain derived neurotrophic factor","protein-coding","ENSMUSG00000048482",12064
629,"ENSG00000204359","CFB","complement factor B","protein-coding","ENSMUSG00000090231",14962
631,"ENSG00000125864","BFSP1","beaded filament structural protein 1","protein-coding","ENSMUSG00000027420",12075
632,"ENSG00000242252","BGLAP","bone gamma-carboxyglutamate protein","protein-coding","ENSMUSG00000074483",12096
633,"ENSG00000182492","BGN","biglycan","protein-coding","ENSMUSG00000031375",12111
635,"ENSG00000145692","BHMT","betaine--homocysteine S-methyltransferase","protein-coding","ENSMUSG00000074768",12116
636,"ENSG00000151746","BICD1","BICD cargo adaptor 1","protein-coding","ENSMUSG00000003452",12121
637,"ENSG00000015475","BID","BH3 interacting domain death agonist","protein-coding","ENSMUSG00000004446",12122
638,"ENSG00000100290","BIK","BCL2 interacting killer","protein-coding","ENSMUSG00000016758",12124
639,"ENSG00000057657","PRDM1","PR/SET domain 1","protein-coding","ENSMUSG00000038151",12142
640,"ENSG00000136573","BLK","BLK proto-oncogene, Src family tyrosine kinase","protein-coding","ENSMUSG00000014453",12143
641,"ENSG00000197299","BLM","BLM RecQ like helicase","protein-coding","ENSMUSG00000030528",12144
642,"ENSG00000108578","BLMH","bleomycin hydrolase","protein-coding","ENSMUSG00000020840",104184
643,"ENSG00000160683","CXCR5","C-X-C motif chemokine receptor 5","protein-coding","ENSMUSG00000047880",12145
644,"ENSG00000106605","BLVRA","biliverdin reductase A","protein-coding","ENSMUSG00000001999",109778
645,"ENSG00000090013","BLVRB","biliverdin reductase B","protein-coding","ENSMUSG00000040466",233016
646,"ENSG00000169594","BNC1","basonuclin zinc finger protein 1","protein-coding","ENSMUSG00000025105",12173
648,"ENSG00000168283","BMI1","BMI1 proto-oncogene, polycomb ring finger","protein-coding","ENSMUSG00000026739",12151
649,"ENSG00000168487","BMP1","bone morphogenetic protein 1","protein-coding","ENSMUSG00000022098",12153
650,"ENSG00000125845","BMP2","bone morphogenetic protein 2","protein-coding","ENSMUSG00000027358",12156
651,"ENSG00000152785","BMP3","bone morphogenetic protein 3","protein-coding","ENSMUSG00000029335",110075
652,"ENSG00000125378","BMP4","bone morphogenetic protein 4","protein-coding","ENSMUSG00000021835",12159
653,"ENSG00000112175","BMP5","bone morphogenetic protein 5","protein-coding","ENSMUSG00000032179",12160
654,"ENSG00000153162","BMP6","bone morphogenetic protein 6","protein-coding","ENSMUSG00000039004",12161
655,"ENSG00000101144","BMP7","bone morphogenetic protein 7","protein-coding","ENSMUSG00000008999",12162
656,"ENSG00000116985","BMP8B","bone morphogenetic protein 8b","protein-coding","ENSMUSG00000002384",12164
657,"ENSG00000107779","BMPR1A","bone morphogenetic protein receptor type 1A","protein-coding","ENSMUSG00000021796",12166
658,"ENSG00000138696","BMPR1B","bone morphogenetic protein receptor type 1B","protein-coding","ENSMUSG00000052430",12167
659,"ENSG00000204217","BMPR2","bone morphogenetic protein receptor type 2","protein-coding","ENSMUSG00000067336",12168
660,"ENSG00000102010","BMX","BMX non-receptor tyrosine kinase","protein-coding","ENSMUSG00000031377",12169
661,"ENSG00000168495","POLR3D","RNA polymerase III subunit D","protein-coding","ENSMUSG00000000776",67065
