"human_geneid","human_EnsemblID","human_Symbol","human_type_of_gene","human_description","marmoset_EnsemblID","marmoset_geneid","marmoset_Symbol","mouse_EnsemblID","mouse_geneid","mouse_Symbol","rhesus_macaque_EnsemblID","rhesus_macaque_geneid","rhesus_macaque_Symbol"
208,"ENSG00000105221","AKT2","protein-coding","AKT serine/threonine kinase 2",NA,100388080,"AKT2","ENSMUSG00000004056",11652,"Akt2","ENSMMUG00000003621",700591,"AKT2"
210,"ENSG00000148218","ALAD","protein-coding","aminolevulinate dehydratase","ENSCJAG00000017894",100393588,"ALAD","ENSMUSG00000028393",17025,"Alad","ENSMMUG00000031965",705193,"ALAD"
211,"ENSG00000023330","ALAS1","protein-coding","5'-aminolevulinate synthase 1","ENSCJAG00000006000",100388038,"ALAS1","ENSMUSG00000032786",11655,"Alas1","ENSMMUG00000005596",698093,"ALAS1"
212,"ENSG00000158578","ALAS2","protein-coding","5'-aminolevulinate synthase 2","ENSCJAG00000016542",100410919,"ALAS2","ENSMUSG00000025270",11656,"Alas2","ENSMMUG00000008429",704727,"ALAS2"
213,"ENSG00000163631","ALB","protein-coding","albumin","ENSCJAG00000013986",100391910,"ALB","ENSMUSG00000029368",11657,"Alb","ENSMMUG00000003827",704892,"ALB"
214,"ENSG00000170017","ALCAM","protein-coding","activated leukocyte cell adhesion molecule",NA,100403979,"ALCAM","ENSMUSG00000022636",11658,"Alcam","ENSMMUG00000009107",703777,"ALCAM"
215,"ENSG00000101986","ABCD1","protein-coding","ATP binding cassette subfamily D member 1",NA,100409370,"ABCD1","ENSMUSG00000031378",11666,"Abcd1","ENSMMUG00000012746",696794,"ABCD1"
216,"ENSG00000165092","ALDH1A1","protein-coding","aldehyde dehydrogenase 1 family member A1","ENSCJAG00000001331",100407242,"ALDH1A1",NA,NA,NA,"ENSMMUG00000013303",702598,"ALDH1A1"
217,"ENSG00000111275","ALDH2","protein-coding","aldehyde dehydrogenase 2 family member",NA,100388478,"ALDH2","ENSMUSG00000029455",11669,"Aldh2","ENSMMUG00000008336",713451,"ALDH2"
218,"ENSG00000108602","ALDH3A1","protein-coding","aldehyde dehydrogenase 3 family member A1","ENSCJAG00000011784",100385438,"ALDH3A1","ENSMUSG00000019102",11670,"Aldh3a1","ENSMMUG00000001328",703870,"ALDH3A1"
219,"ENSG00000137124","ALDH1B1","protein-coding","aldehyde dehydrogenase 1 family member B1",NA,100396105,"ALDH1B1","ENSMUSG00000035561",72535,"Aldh1b1","ENSMMUG00000013057",716092,"ALDH1B1"
220,"ENSG00000184254","ALDH1A3","protein-coding","aldehyde dehydrogenase 1 family member A3","ENSCJAG00000017159",100397394,"ALDH1A3","ENSMUSG00000015134",56847,"Aldh1a3","ENSMMUG00000006659",694231,"ALDH1A3"
221,"ENSG00000006534","ALDH3B1","protein-coding","aldehyde dehydrogenase 3 family member B1",NA,NA,NA,"ENSMUSG00000024885",67689,"Aldh3b1","ENSMMUG00000023188",710746,"ALDH3B1"
222,"ENSG00000132746","ALDH3B2","protein-coding","aldehyde dehydrogenase 3 family member B2",NA,NA,NA,NA,NA,NA,"ENSMMUG00000018533",721683,"ALDH3B2"
223,"ENSG00000143149","ALDH9A1","protein-coding","aldehyde dehydrogenase 9 family member A1","ENSCJAG00000004575",100385191,"ALDH9A1","ENSMUSG00000026687",56752,"Aldh9a1","ENSMMUG00000015946",695383,"ALDH9A1"
224,"ENSG00000072210","ALDH3A2","protein-coding","aldehyde dehydrogenase 3 family member A2",NA,100411274,"ALDH3A2",NA,NA,NA,"ENSMMUG00000014130",703661,"ALDH3A2"
225,"ENSG00000173208","ABCD2","protein-coding","ATP binding cassette subfamily D member 2","ENSCJAG00000017942",100413459,"ABCD2","ENSMUSG00000055782",26874,"Abcd2","ENSMMUG00000014007",697556,"ABCD2"
226,"ENSG00000149925","ALDOA","protein-coding","aldolase, fructose-bisphosphate A","ENSCJAG00000006874",103796602,"ALDOA","ENSMUSG00000030695",11674,"Aldoa","ENSMMUG00000000983",708406,"ALDOA"
229,"ENSG00000136872","ALDOB","protein-coding","aldolase, fructose-bisphosphate B","ENSCJAG00000016312",100390438,"ALDOB","ENSMUSG00000028307",230163,"Aldob","ENSMMUG00000023796",713818,"ALDOB"
230,"ENSG00000109107","ALDOC","protein-coding","aldolase, fructose-bisphosphate C","ENSCJAG00000012766",100408520,"ALDOC","ENSMUSG00000017390",11676,"Aldoc","ENSMMUG00000020322",709213,"ALDOC"
231,"ENSG00000085662","AKR1B1","protein-coding","aldo-keto reductase family 1 member B","ENSCJAG00000012231",100387387,"AKR1B1","ENSMUSG00000001642",11677,"Akr1b1",NA,NA,NA
238,"ENSG00000171094","ALK","protein-coding","ALK receptor tyrosine kinase",NA,100399252,"ALK","ENSMUSG00000055471",11682,"Alk","ENSMMUG00000010265",704823,"ALK"
239,"ENSG00000108839","ALOX12","protein-coding","arachidonate 12-lipoxygenase, 12S type","ENSCJAG00000016940",100400641,"ALOX12","ENSMUSG00000000320",11684,"Alox12","ENSMMUG00000016264",713748,"ALOX12"
240,"ENSG00000012779","ALOX5","protein-coding","arachidonate 5-lipoxygenase",NA,100386217,"ALOX5","ENSMUSG00000025701",11689,"Alox5","ENSMMUG00000013434",707926,"ALOX5"
241,"ENSG00000132965","ALOX5AP","protein-coding","arachidonate 5-lipoxygenase activating protein","ENSCJAG00000021617",100393296,"ALOX5AP","ENSMUSG00000060063",11690,"Alox5ap",NA,713170,"ALOX5AP"
242,"ENSG00000179477","ALOX12B","protein-coding","arachidonate 12-lipoxygenase, 12R type",NA,100390364,"ALOX12B","ENSMUSG00000032807",11686,"Alox12b","ENSMMUG00000020329",721936,"ALOX12B"
246,"ENSG00000161905","ALOX15","protein-coding","arachidonate 15-lipoxygenase","ENSCJAG00000020615",100388086,"ALOX15",NA,NA,NA,"ENSMMUG00000030381",709212,"ALOX15"
247,"ENSG00000179593","ALOX15B","protein-coding","arachidonate 15-lipoxygenase type B",NA,100411880,"ALOX15B","ENSMUSG00000020891",11688,"Alox8","ENSMMUG00000009995",716764,"ALOX15B"
248,"ENSG00000163295","ALPI","protein-coding","alkaline phosphatase, intestinal",NA,NA,NA,"ENSMUSG00000079440",76768,"Alpi","ENSMMUG00000006985",721052,"ALPI"
249,"ENSG00000162551","ALPL","protein-coding","alkaline phosphatase, biomineralization associated","ENSCJAG00000006148",100401643,"ALPL","ENSMUSG00000028766",11647,"Alpl","ENSMMUG00000002217",717809,"ALPL"
250,"ENSG00000163283","ALPP","protein-coding","alkaline phosphatase, placental",NA,NA,NA,NA,NA,NA,"ENSMMUG00000016871",712965,"ALPP"
257,"ENSG00000156150","ALX3","protein-coding","ALX homeobox 3","ENSCJAG00000003365",100408781,"ALX3","ENSMUSG00000014603",11694,"Alx3","ENSMMUG00000060619",700927,"ALX3"
258,"ENSG00000178522","AMBN","protein-coding","ameloblastin","ENSCJAG00000014634",100399034,"AMBN","ENSMUSG00000029288",11698,"Ambn","ENSMMUG00000022099",706845,"AMBN"
259,"ENSG00000106927","AMBP","protein-coding","alpha-1-microglobulin/bikunin precursor","ENSCJAG00000017997",100395526,"AMBP","ENSMUSG00000028356",11699,"Ambp","ENSMMUG00000008559",704425,"AMBP"
262,"ENSG00000123505","AMD1","protein-coding","adenosylmethionine decarboxylase 1","ENSCJAG00000005257",100412821,"AMD1","ENSMUSG00000075232",11702,"Amd1","ENSMMUG00000000535",698042,"AMD1"
265,"ENSG00000125363","AMELX","protein-coding","amelogenin X-linked","ENSCJAG00000001049",100390608,"AMELX","ENSMUSG00000031354",11704,"Amelx","ENSMMUG00000008256",710057,"AMELX"
267,"ENSG00000159461","AMFR","protein-coding","autocrine motility factor receptor","ENSCJAG00000012741",100392285,"AMFR","ENSMUSG00000031751",23802,"Amfr","ENSMMUG00000019902",699972,"AMFR"
268,"ENSG00000104899","AMH","protein-coding","anti-Mullerian hormone","ENSCJAG00000013212",100406441,"AMH","ENSMUSG00000035262",11705,"Amh","ENSMMUG00000058911",717539,"AMH"
269,"ENSG00000135409","AMHR2","protein-coding","anti-Mullerian hormone receptor type 2",NA,100408187,"AMHR2","ENSMUSG00000023047",110542,"Amhr2","ENSMMUG00000020037",702822,"AMHR2"
270,"ENSG00000116748","AMPD1","protein-coding","adenosine monophosphate deaminase 1","ENSCJAG00000012494",100414418,"AMPD1","ENSMUSG00000070385",229665,"Ampd1","ENSMMUG00000001978",708801,"AMPD1"
271,"ENSG00000116337","AMPD2","protein-coding","adenosine monophosphate deaminase 2",NA,100415495,"AMPD2","ENSMUSG00000027889",109674,"Ampd2","ENSMMUG00000005820",699561,"AMPD2"
272,"ENSG00000133805","AMPD3","protein-coding","adenosine monophosphate deaminase 3","ENSCJAG00000011041",100388245,"AMPD3","ENSMUSG00000005686",11717,"Ampd3","ENSMMUG00000015785",703186,"AMPD3"
273,"ENSG00000078053","AMPH","protein-coding","amphiphysin","ENSCJAG00000012658",100391968,"AMPH","ENSMUSG00000021314",218038,"Amph","ENSMMUG00000023667",704559,"AMPH"
274,"ENSG00000136717","BIN1","protein-coding","bridging integrator 1",NA,NA,NA,"ENSMUSG00000024381",30948,"Bin1","ENSMMUG00000000376",713587,"BIN1"
275,"ENSG00000145020","AMT","protein-coding","aminomethyltransferase","ENSCJAG00000003962",100394196,"AMT","ENSMUSG00000032607",434437,"Amt","ENSMMUG00000005452",706515,"AMT"
283,"ENSG00000214274","ANG","protein-coding","angiogenin","ENSCJAG00000037398",100386085,"ANG","ENSMUSG00000072115",11727,"Ang",NA,NA,NA
284,"ENSG00000154188","ANGPT1","protein-coding","angiopoietin 1","ENSCJAG00000006522",100413870,"ANGPT1","ENSMUSG00000022309",11600,"Angpt1","ENSMMUG00000017745",697017,"ANGPT1"
285,"ENSG00000091879","ANGPT2","protein-coding","angiopoietin 2","ENSCJAG00000000227",100404686,"ANGPT2","ENSMUSG00000031465",11601,"Angpt2","ENSMMUG00000010139",716811,"ANGPT2"
286,"ENSG00000029534","ANK1","protein-coding","ankyrin 1",NA,100388861,"ANK1","ENSMUSG00000031543",11733,"Ank1","ENSMMUG00000014726",710904,"ANK1"
287,"ENSG00000145362","ANK2","protein-coding","ankyrin 2",NA,100398667,"ANK2","ENSMUSG00000032826",109676,"Ank2","ENSMMUG00000008633",702180,"ANK2"
288,"ENSG00000151150","ANK3","protein-coding","ankyrin 3",NA,100408683,"ANK3","ENSMUSG00000069601",11735,"Ank3","ENSMMUG00000003589",699518,"ANK3"
290,"ENSG00000166825","ANPEP","protein-coding","alanyl aminopeptidase, membrane",NA,100406342,"ANPEP","ENSMUSG00000039062",16790,"Anpep","ENSMMUG00000014983",701117,"ANPEP"
291,"ENSG00000151729","SLC25A4","protein-coding","solute carrier family 25 member 4",NA,100411371,"SLC25A4","ENSMUSG00000031633",11739,"Slc25a4","ENSMMUG00000015472",695102,"SLC25A4"
292,"ENSG00000005022","SLC25A5","protein-coding","solute carrier family 25 member 5","ENSCJAG00000005125",100387000,"SLC25A5","ENSMUSG00000016319",11740,"Slc25a5",NA,693502,"SLC25A5"
301,"ENSG00000135046","ANXA1","protein-coding","annexin A1","ENSCJAG00000001252",100406874,"ANXA1","ENSMUSG00000024659",16952,"Anxa1","ENSMMUG00000012667",702946,"ANXA1"
302,"ENSG00000182718","ANXA2","protein-coding","annexin A2","ENSCJAG00000003888",100397902,"ANXA2","ENSMUSG00000032231",12306,"Anxa2","ENSMMUG00000012000",706240,"ANXA2"
306,"ENSG00000138772","ANXA3","protein-coding","annexin A3","ENSCJAG00000014968",100389510,"ANXA3","ENSMUSG00000029484",11745,"Anxa3","ENSMMUG00000022218",697239,"ANXA3"
307,"ENSG00000196975","ANXA4","protein-coding","annexin A4","ENSCJAG00000019192",100408331,"ANXA4","ENSMUSG00000029994",11746,"Anxa4","ENSMMUG00000000857",701433,"ANXA4"
308,"ENSG00000164111","ANXA5","protein-coding","annexin A5","ENSCJAG00000003072",100404725,"ANXA5","ENSMUSG00000027712",11747,"Anxa5","ENSMMUG00000009194",706941,"ANXA5"
309,"ENSG00000197043","ANXA6","protein-coding","annexin A6",NA,100411129,"ANXA6","ENSMUSG00000018340",11749,"Anxa6","ENSMMUG00000021053",711612,"ANXA6"
310,"ENSG00000138279","ANXA7","protein-coding","annexin A7","ENSCJAG00000001720",100388250,"ANXA7","ENSMUSG00000021814",11750,"Anxa7","ENSMMUG00000015708",707166,"ANXA7"
311,"ENSG00000122359","ANXA11","protein-coding","annexin A11",NA,100393570,"ANXA11","ENSMUSG00000021866",11744,"Anxa11","ENSMMUG00000019780",707628,"ANXA11"
312,"ENSG00000104537","ANXA13","protein-coding","annexin A13",NA,100386963,"ANXA13","ENSMUSG00000055114",69787,"Anxa13","ENSMMUG00000063044",705013,"ANXA13"
313,"ENSG00000136250","AOAH","protein-coding","acyloxyacyl hydrolase",NA,100388358,"AOAH","ENSMUSG00000021322",27052,"Aoah","ENSMMUG00000022275",706291,"AOAH"
314,"ENSG00000131480","AOC2","protein-coding","amine oxidase copper containing 2",NA,100392303,"AOC2","ENSMUSG00000078651",237940,"Aoc2","ENSMMUG00000001870",100431015,"AOC2"
316,"ENSG00000138356","AOX1","protein-coding","aldehyde oxidase 1",NA,NA,NA,"ENSMUSG00000063558",11761,"Aox1","ENSMMUG00000021931",701024,"AOX1"
317,"ENSG00000120868","APAF1","protein-coding","apoptotic peptidase activating factor 1",NA,100403825,"APAF1","ENSMUSG00000019979",11783,"Apaf1","ENSMMUG00000022404",694164,"APAF1"
318,"ENSG00000164978","NUDT2","protein-coding","nudix hydrolase 2","ENSCJAG00000008530",100391999,"NUDT2","ENSMUSG00000028443",66401,"Nudt2","ENSMMUG00000051675",701795,"NUDT2"
319,"ENSG00000175336","APOF","protein-coding","apolipoprotein F","ENSCJAG00000011065",100393549,"APOF","ENSMUSG00000047631",103161,"Apof","ENSMMUG00000063898",712761,"APOF"
320,"ENSG00000107282","APBA1","protein-coding","amyloid beta precursor protein binding family A member 1","ENSCJAG00000001668",100390315,"APBA1","ENSMUSG00000024897",319924,"Apba1","ENSMMUG00000011401",699838,"APBA1"
321,"ENSG00000034053","APBA2","protein-coding","amyloid beta precursor protein binding family A member 2",NA,100403686,"APBA2","ENSMUSG00000030519",11784,"Apba2","ENSMMUG00000019339",712426,"APBA2"
322,"ENSG00000166313","APBB1","protein-coding","amyloid beta precursor protein binding family B member 1",NA,100401543,"APBB1","ENSMUSG00000037032",11785,"Apbb1","ENSMMUG00000007723",712585,"APBB1"
323,"ENSG00000163697","APBB2","protein-coding","amyloid beta precursor protein binding family B member 2","ENSCJAG00000019363",100409701,"APBB2","ENSMUSG00000029207",11787,"Apbb2","ENSMMUG00000012563",701342,"APBB2"
324,"ENSG00000134982","APC","protein-coding","APC regulator of WNT signaling pathway","ENSCJAG00000016440",100385653,"APC","ENSMUSG00000005871",11789,"Apc","ENSMMUG00000000330",693443,"APC"
325,"ENSG00000132703","APCS","protein-coding","amyloid P component, serum",NA,NA,NA,"ENSMUSG00000026542",20219,"Apcs","ENSMMUG00000006685",719421,"APCS"
326,"ENSG00000160224","AIRE","protein-coding","autoimmune regulator",NA,100392896,"AIRE","ENSMUSG00000000731",11634,"Aire","ENSMMUG00000004168",712858,"AIRE"
327,"ENSG00000164062","APEH","protein-coding","acylaminoacyl-peptide hydrolase","ENSCJAG00000004025",100396609,"APEH","ENSMUSG00000032590",235606,"Apeh","ENSMMUG00000014540",705948,"APEH"
328,"ENSG00000100823","APEX1","protein-coding","apurinic/apyrimidinic endodeoxyribonuclease 1","ENSCJAG00000009726",100400557,"APEX1","ENSMUSG00000035960",11792,"Apex1","ENSMMUG00000048039",702757,"APEX1"
329,"ENSG00000110330","BIRC2","protein-coding","baculoviral IAP repeat containing 2","ENSCJAG00000003804",100394418,"BIRC2","ENSMUSG00000057367",11797,"Birc2","ENSMMUG00000003400",702592,"BIRC2"
330,"ENSG00000023445","BIRC3","protein-coding","baculoviral IAP repeat containing 3",NA,100399118,"BIRC3",NA,NA,NA,"ENSMMUG00000058594",702468,"BIRC3"
331,"ENSG00000101966","XIAP","protein-coding","X-linked inhibitor of apoptosis","ENSCJAG00000020553",100402341,"XIAP","ENSMUSG00000025860",11798,"Xiap","ENSMMUG00000032353",698057,"XIAP"
332,"ENSG00000089685","BIRC5","protein-coding","baculoviral IAP repeat containing 5","ENSCJAG00000019490",100398121,"BIRC5","ENSMUSG00000017716",11799,"Birc5","ENSMMUG00000013767",709565,"BIRC5"
333,"ENSG00000105290","APLP1","protein-coding","amyloid beta precursor like protein 1","ENSCJAG00000009828",100392661,"APLP1","ENSMUSG00000006651",11803,"Aplp1","ENSMMUG00000019753",711258,"APLP1"
334,"ENSG00000084234","APLP2","protein-coding","amyloid beta precursor like protein 2","ENSCJAG00000009288",100414190,"APLP2","ENSMUSG00000031996",11804,"Aplp2","ENSMMUG00000018029",718819,"APLP2"
335,"ENSG00000118137","APOA1","protein-coding","apolipoprotein A1","ENSCJAG00000012644",100386212,"APOA1","ENSMUSG00000032083",11806,"Apoa1","ENSMMUG00000044545",696969,"APOA1"
336,"ENSG00000158874","APOA2","protein-coding","apolipoprotein A2","ENSCJAG00000004950",100409696,"APOA2","ENSMUSG00000005681",11807,"Apoa2","ENSMMUG00000004516",719946,"APOA2"
337,"ENSG00000110244","APOA4","protein-coding","apolipoprotein A4","ENSCJAG00000012625",100385258,"APOA4","ENSMUSG00000032080",11808,"Apoa4","ENSMMUG00000016125",702424,"APOA4"
338,"ENSG00000084674","APOB","protein-coding","apolipoprotein B",NA,100399617,"APOB","ENSMUSG00000020609",238055,"Apob","ENSMMUG00000007692",702937,"APOB"
339,"ENSG00000111701","APOBEC1","protein-coding","apolipoprotein B mRNA editing enzyme catalytic subunit 1","ENSCJAG00000005398",100394516,"APOBEC1","ENSMUSG00000040613",11810,"Apobec1",NA,715554,"APOBEC1"
341,"ENSG00000130208","APOC1","protein-coding","apolipoprotein C1","ENSCJAG00000013058",100401980,"APOC1","ENSMUSG00000040564",11812,"Apoc1","ENSMMUG00000028749",106994799,"APOC1"
343,"ENSG00000103375","AQP8","protein-coding","aquaporin 8","ENSCJAG00000020747",100398503,"AQP8","ENSMUSG00000030762",11833,"Aqp8","ENSMMUG00000010472",702167,"AQP8"
344,"ENSG00000234906","APOC2","protein-coding","apolipoprotein C2",NA,100402333,"APOC2","ENSMUSG00000002992",11813,"Apoc2","ENSMMUG00000055305",100499578,"APOC2"
345,"ENSG00000110245","APOC3","protein-coding","apolipoprotein C3","ENSCJAG00000012639",100413593,"APOC3","ENSMUSG00000032081",11814,"Apoc3",NA,696726,"APOC3"
346,"ENSG00000267467","APOC4","protein-coding","apolipoprotein C4",NA,100397006,"APOC4","ENSMUSG00000074336",11425,"Apoc4","ENSMMUG00000002471",718319,"APOC4"
347,"ENSG00000189058","APOD","protein-coding","apolipoprotein D","ENSCJAG00000013873",100389364,"APOD","ENSMUSG00000022548",11815,"Apod","ENSMMUG00000063008",709223,"APOD"
348,"ENSG00000130203","APOE","protein-coding","apolipoprotein E","ENSCJAG00000013062",100401608,"APOE","ENSMUSG00000002985",11816,"Apoe","ENSMMUG00000014305",714623,"APOE"
350,"ENSG00000091583","APOH","protein-coding","apolipoprotein H","ENSCJAG00000000327",100384972,"APOH","ENSMUSG00000000049",11818,"Apoh","ENSMMUG00000015120",718645,"APOH"
351,"ENSG00000142192","APP","protein-coding","amyloid beta precursor protein","ENSCJAG00000013857",100407052,"APP","ENSMUSG00000022892",11820,"App","ENSMMUG00000014384",100427716,"APP"
353,"ENSG00000198931","APRT","protein-coding","adenine phosphoribosyltransferase",NA,100385554,"APRT","ENSMUSG00000006589",11821,"Aprt","ENSMMUG00000012430",697715,"APRT"
355,"ENSG00000026103","FAS","protein-coding","Fas cell surface death receptor","ENSCJAG00000005615",100397803,"FAS","ENSMUSG00000024778",14102,"Fas","ENSMMUG00000009339",574332,"FAS"
356,"ENSG00000117560","FASLG","protein-coding","Fas ligand","ENSCJAG00000009396",100404850,"FASLG","ENSMUSG00000000817",14103,"Fasl","ENSMMUG00000065134",574159,"FASLG"
357,"ENSG00000146950","SHROOM2","protein-coding","shroom family member 2",NA,100397009,"SHROOM2","ENSMUSG00000045180",110380,"Shroom2","ENSMMUG00000006193",720802,"SHROOM2"
358,"ENSG00000240583","AQP1","protein-coding","aquaporin 1 (Colton blood group)","ENSCJAG00000036303",103794739,"AQP1","ENSMUSG00000004655",11826,"Aqp1",NA,106997467,"AQP1"
359,"ENSG00000167580","AQP2","protein-coding","aquaporin 2","ENSCJAG00000021049",100398492,"AQP2","ENSMUSG00000023013",11827,"Aqp2","ENSMMUG00000038256",711719,"AQP2"
360,"ENSG00000165272","AQP3","protein-coding","aquaporin 3 (Gill blood group)","ENSCJAG00000008188",100387067,"AQP3","ENSMUSG00000028435",11828,"Aqp3","ENSMMUG00000003314",702721,"AQP3"
361,"ENSG00000171885","AQP4","protein-coding","aquaporin 4","ENSCJAG00000020734",100409781,"AQP4","ENSMUSG00000024411",11829,"Aqp4","ENSMMUG00000014934",703773,"AQP4"
362,"ENSG00000161798","AQP5","protein-coding","aquaporin 5","ENSCJAG00000021052",100413460,"AQP5","ENSMUSG00000044217",11830,"Aqp5",NA,711804,"AQP5"
363,"ENSG00000086159","AQP6","protein-coding","aquaporin 6",NA,100414178,"AQP6","ENSMUSG00000043144",11831,"Aqp6","ENSMMUG00000021688",711968,"AQP6"
364,"ENSG00000165269","AQP7","protein-coding","aquaporin 7","ENSCJAG00000008175",100386707,"AQP7","ENSMUSG00000028427",11832,"Aqp7","ENSMMUG00000001545",702836,"AQP7"
366,"ENSG00000103569","AQP9","protein-coding","aquaporin 9","ENSCJAG00000007928",100413708,"AQP9","ENSMUSG00000032204",64008,"Aqp9","ENSMMUG00000011225",700743,"AQP9"
367,"ENSG00000169083","AR","protein-coding","androgen receptor","ENSCJAG00000003563",100401612,"AR","ENSMUSG00000046532",11835,"Ar","ENSMMUG00000011437",574293,"AR"
368,"ENSG00000091262","ABCC6","protein-coding","ATP binding cassette subfamily C member 6","ENSCJAG00000005769",100387779,"ABCC6","ENSMUSG00000030834",27421,"Abcc6","ENSMMUG00000041962",717875,"ABCC6"
369,"ENSG00000078061","ARAF","protein-coding","A-Raf proto-oncogene, serine/threonine kinase","ENSCJAG00000012431",100387961,"ARAF","ENSMUSG00000001127",11836,"Araf","ENSMMUG00000011418",707169,"ARAF"
372,"ENSG00000095139","ARCN1","protein-coding","archain 1","ENSCJAG00000013436",100406989,"ARCN1","ENSMUSG00000032096",213827,"Arcn1","ENSMMUG00000002543",700328,"ARCN1"
373,"ENSG00000113595","TRIM23","protein-coding","tripartite motif containing 23","ENSCJAG00000015796",100396123,"TRIM23","ENSMUSG00000021712",81003,"Trim23","ENSMMUG00000016514",696386,"TRIM23"
374,"ENSG00000109321","AREG","protein-coding","amphiregulin","ENSCJAG00000013848",100387931,"AREG","ENSMUSG00000029378",11839,"Areg","ENSMMUG00000002314",702396,"AREG"
